,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
232,"frozenset({'YesDisco', 'YesSubscr'})",frozenset({'Male'}),0.27,0.68,0.27,1.0,1.4705882352941175,1.0,0.0864,inf,0.4383561643835617,0.39705882352941174,1.0,0.6985294117647058
233,"frozenset({'Male', 'YesSubscr'})",frozenset({'YesDisco'}),0.27,0.43,0.27,1.0,2.3255813953488373,1.0,0.1539,inf,0.7808219178082192,0.6279069767441862,1.0,0.813953488372093
234,frozenset({'YesDisco'}),"frozenset({'Male', 'YesSubscr'})",0.43,0.27,0.27,0.627906976744186,2.325581395348837,1.0,0.1539,1.961875,0.9999999999999998,0.6279069767441862,0.4902835297865562,0.813953488372093
235,frozenset({'Male'}),"frozenset({'YesDisco', 'YesSubscr'})",0.68,0.27,0.27,0.39705882352941174,1.4705882352941175,1.0,0.0864,1.210731707317073,1.0000000000000002,0.39705882352941174,0.17405318291700236,0.6985294117647058
236,frozenset({'YesSubscr'}),"frozenset({'YesDisco', 'Male'})",0.27,0.43,0.27,1.0,2.3255813953488373,1.0,0.1539,inf,0.7808219178082192,0.6279069767441862,1.0,0.813953488372093
237,"frozenset({'Male', 'YesPromo'})",frozenset({'YesSubscr'}),0.43,0.27,0.27,0.627906976744186,2.325581395348837,1.0,0.1539,1.961875,0.9999999999999998,0.6279069767441862,0.4902835297865562,0.813953488372093
238,"frozenset({'YesPromo', 'YesSubscr'})",frozenset({'Male'}),0.27,0.68,0.27,1.0,1.4705882352941175,1.0,0.0864,inf,0.4383561643835617,0.39705882352941174,1.0,0.6985294117647058
239,"frozenset({'Male', 'YesSubscr'})",frozenset({'YesPromo'}),0.27,0.43,0.27,1.0,2.3255813953488373,1.0,0.1539,inf,0.7808219178082192,0.6279069767441862,1.0,0.813953488372093
240,frozenset({'YesPromo'}),"frozenset({'Male', 'YesSubscr'})",0.43,0.27,0.27,0.627906976744186,2.325581395348837,1.0,0.1539,1.961875,0.9999999999999998,0.6279069767441862,0.4902835297865562,0.813953488372093
241,frozenset({'Male'}),"frozenset({'YesPromo', 'YesSubscr'})",0.68,0.27,0.27,0.39705882352941174,1.4705882352941175,1.0,0.0864,1.210731707317073,1.0000000000000002,0.39705882352941174,0.17405318291700236,0.6985294117647058
242,frozenset({'YesSubscr'}),"frozenset({'Male', 'YesPromo'})",0.27,0.43,0.27,1.0,2.3255813953488373,1.0,0.1539,inf,0.7808219178082192,0.6279069767441862,1.0,0.813953488372093
243,"frozenset({'NoDisco', 'NoSubscr'})",frozenset({'NoPromo'}),0.57,0.57,0.57,1.0,1.7543859649122808,1.0,0.24509999999999998,inf,0.9999999999999999,1.0,1.0,1.0
244,"frozenset({'NoDisco', 'NoPromo'})",frozenset({'NoSubscr'}),0.57,0.73,0.57,1.0,1.36986301369863,1.0,0.15389999999999998,inf,0.6279069767441859,0.7808219178082193,1.0,0.8904109589041096
245,"frozenset({'NoSubscr', 'NoPromo'})",frozenset({'NoDisco'}),0.57,0.57,0.57,1.0,1.7543859649122808,1.0,0.24509999999999998,inf,0.9999999999999999,1.0,1.0,1.0
246,frozenset({'NoDisco'}),"frozenset({'NoSubscr', 'NoPromo'})",0.57,0.57,0.57,1.0,1.7543859649122808,1.0,0.24509999999999998,inf,0.9999999999999999,1.0,1.0,1.0
247,frozenset({'NoSubscr'}),"frozenset({'NoDisco', 'NoPromo'})",0.73,0.57,0.57,0.7808219178082191,1.36986301369863,1.0,0.15389999999999998,1.9618749999999994,0.9999999999999998,0.7808219178082193,0.49028352978655604,0.8904109589041096
